analysis,chr,gwaa_hit_bp,gene_start_bp,gene_end_bp,gene_id,gene_name,gene_biotype
"GxE meta-analysis, day length",6,24247534,24287037,24287212,ENSBTAG00000045025,U1,snRNA
"GxE meta-analysis, day length",6,39838644,39779895,40182890,ENSBTAG00000005108,SLIT2,protein_coding
"GxE meta-analysis, day length",6,39879842,39779895,40182890,ENSBTAG00000005108,SLIT2,protein_coding
"GxE meta-analysis, day length",6,39937778,39779895,40182890,ENSBTAG00000005108,SLIT2,protein_coding
"GxE meta-analysis, day length",6,65670606,65611356,66064698,ENSBTAG00000017837,GABRB1,protein_coding
"GxE meta-analysis, day length",6,65793407,65611356,66064698,ENSBTAG00000017837,GABRB1,protein_coding
"GxE meta-analysis, day length",6,65797025,65611356,66064698,ENSBTAG00000017837,GABRB1,protein_coding
COJO of main effect meta-analysis,6,88497883,88484915,88503341,ENSBTAG00000017121,ALB,protein_coding
"Main effect, DEBVs",6,88497883,88484915,88503341,ENSBTAG00000017121,ALB,protein_coding
"Main effect, meta-analysis",6,88493833,88484915,88503341,ENSBTAG00000017121,ALB,protein_coding
"Main effect, meta-analysis",6,88497883,88484915,88503341,ENSBTAG00000017121,ALB,protein_coding
COJO of main effect meta-analysis,6,88497883,88511182,88532729,ENSBTAG00000017131,AFP,protein_coding
"Main effect, DEBVs",6,88497883,88511182,88532729,ENSBTAG00000017131,AFP,protein_coding
"Main effect, meta-analysis",6,88493833,88511182,88532729,ENSBTAG00000017131,AFP,protein_coding
"Main effect, meta-analysis",6,88497883,88511182,88532729,ENSBTAG00000017131,AFP,protein_coding
COJO of main effect meta-analysis,6,88497883,88543286,88564254,ENSBTAG00000047833,AFM,protein_coding
"Main effect, DEBVs",6,88497883,88543286,88564254,ENSBTAG00000047833,AFM,protein_coding
"Main effect, meta-analysis",6,88493833,88543286,88564254,ENSBTAG00000047833,AFM,protein_coding
"Main effect, meta-analysis",6,88497883,88543286,88564254,ENSBTAG00000047833,AFM,protein_coding
"Main effect, DEBVs",6,89726256,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, DEBVs",6,89739084,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, DEBVs",6,89742920,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, DEBVs",6,89744193,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, DEBVs",6,89747868,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, DEBVs",6,89749610,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, DEBVs",6,89753010,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, meta-analysis",6,89726256,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, meta-analysis",6,89739084,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, meta-analysis",6,89742920,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, meta-analysis",6,89744193,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
"Main effect, meta-analysis",6,89747868,89681975,89731873,ENSBTAG00000004237,BTC,protein_coding
COJO of main effect meta-analysis,6,95280868,95026428,95733063,ENSBTAG00000035776,CFAP299,protein_coding
"Main effect, DEBVs",6,95280868,95026428,95733063,ENSBTAG00000035776,CFAP299,protein_coding
COJO of main effect meta-analysis,6,95280868,95027256,95729376,ENSBTAG00000054713,,protein_coding
"Main effect, DEBVs",6,95280868,95027256,95729376,ENSBTAG00000054713,,protein_coding
"GxE meta-analysis, day length",6,97508084,97461721,97637722,ENSBTAG00000022449,SCD5,protein_coding
"GxE meta-analysis, day length",6,115284797,115284772,115284893,ENSBTAG00000036603,5S_rRNA,rRNA
"GxE meta-analysis, day length",7,7063480,7043864,7073716,ENSBTAG00000033092,,protein_coding
"GxE meta-analysis, day length",7,7063480,7081038,7081988,ENSBTAG00000049883,,protein_coding
"GxE meta-analysis, day length",7,7063480,7106520,7111141,ENSBTAG00000018736,,protein_coding
"GxE meta-analysis, day length",7,34926630,34850843,34923992,ENSBTAG00000002143,DTWD2,protein_coding
"GxE meta-analysis, day length",7,83428295,83356440,83476139,ENSBTAG00000014906,VCAN,protein_coding
"GxE meta-analysis, day length",8,9267482,9299207,9301709,ENSBTAG00000048399,,lncRNA
"GxE meta-analysis, day length",8,9268027,9299207,9301709,ENSBTAG00000048399,,lncRNA
"GxE meta-analysis, day length",8,9281650,9299207,9301709,ENSBTAG00000048399,,lncRNA
"GxE meta-analysis, day length",8,9267482,9301923,9301993,ENSBTAG00000029776,MIR124-1,miRNA
"GxE meta-analysis, day length",8,9268027,9301923,9301993,ENSBTAG00000029776,MIR124-1,miRNA
"GxE meta-analysis, day length",8,9281650,9301923,9301993,ENSBTAG00000029776,MIR124-1,miRNA
"GxE meta-analysis, day length",8,23404090,23375118,23404576,ENSBTAG00000017741,HACD4,protein_coding
"GxE meta-analysis, day length",8,23404090,23422760,23725195,ENSBTAG00000038181,FOCAD,protein_coding
"GxE meta-analysis, day length",8,24606393,24532716,24812024,ENSBTAG00000043972,SLC24A2,protein_coding
"GxE meta-analysis, day length",8,24816456,24532716,24812024,ENSBTAG00000043972,SLC24A2,protein_coding
"GxE meta-analysis, day length",8,24849433,24532716,24812024,ENSBTAG00000043972,SLC24A2,protein_coding
"GxE meta-analysis, day length",8,24816456,24815312,24817877,ENSBTAG00000054622,,protein_coding
"GxE meta-analysis, day length",8,24849433,24815312,24817877,ENSBTAG00000054622,,protein_coding
"GxE meta-analysis, day length",8,24816456,24864803,24891849,ENSBTAG00000010821,ACER2,protein_coding
"GxE meta-analysis, day length",8,24849433,24864803,24891849,ENSBTAG00000010821,ACER2,protein_coding
"GxE meta-analysis, day length",8,24872265,24864803,24891849,ENSBTAG00000010821,ACER2,protein_coding
"GxE meta-analysis, day length",8,24885978,24864803,24891849,ENSBTAG00000010821,ACER2,protein_coding
"GxE meta-analysis, day length",8,24872265,24916124,24920698,ENSBTAG00000023462,RPS6,protein_coding
"GxE meta-analysis, day length",8,24885978,24916124,24920698,ENSBTAG00000023462,RPS6,protein_coding
"GxE meta-analysis, day length",8,24885978,24922544,25040129,ENSBTAG00000003097,DENND4C,protein_coding
"GxE meta-analysis, day length",8,25308106,25198565,25308606,ENSBTAG00000001322,SAXO1,protein_coding
"GxE meta-analysis, day length",8,25308106,25327872,25821153,ENSBTAG00000002997,ADAMTSL1,protein_coding
"GxE meta-analysis, day length",8,25418745,25327872,25821153,ENSBTAG00000002997,ADAMTSL1,protein_coding
"GxE meta-analysis, day length",8,25434136,25327872,25821153,ENSBTAG00000002997,ADAMTSL1,protein_coding
"GxE meta-analysis, day length",8,25480853,25327872,25821153,ENSBTAG00000002997,ADAMTSL1,protein_coding
"GxE meta-analysis, day length",8,25483741,25327872,25821153,ENSBTAG00000002997,ADAMTSL1,protein_coding
"GxE meta-analysis, day length",8,25487377,25327872,25821153,ENSBTAG00000002997,ADAMTSL1,protein_coding
"GxE meta-analysis, day length",8,26813137,26598842,26826372,ENSBTAG00000014103,SH3GL2,protein_coding
"GxE meta-analysis, day length",8,31525792,31503232,31557952,ENSBTAG00000010431,LURAP1L,protein_coding
"GxE meta-analysis, day length",8,38254422,38219989,38308310,ENSBTAG00000025903,GLDC,protein_coding
"GxE meta-analysis, day length",8,38257256,38219989,38308310,ENSBTAG00000025903,GLDC,protein_coding
"GxE meta-analysis, day length",8,38269180,38219989,38308310,ENSBTAG00000025903,GLDC,protein_coding
"GxE meta-analysis, day length",8,38355728,38219989,38308310,ENSBTAG00000025903,GLDC,protein_coding
"GxE meta-analysis, day length",8,38355728,38320192,38392701,ENSBTAG00000020815,UHRF2,protein_coding
"GxE meta-analysis, day length",8,39819080,39797196,39819493,ENSBTAG00000017147,AK3,protein_coding
"GxE meta-analysis, day length",8,39838479,39797196,39819493,ENSBTAG00000017147,AK3,protein_coding
"GxE meta-analysis, day length",8,39844768,39797196,39819493,ENSBTAG00000017147,AK3,protein_coding
"GxE meta-analysis, day length",8,39847544,39797196,39819493,ENSBTAG00000017147,AK3,protein_coding
"GxE meta-analysis, day length",8,39819080,39822427,39841618,ENSBTAG00000017137,CDC37L1,protein_coding
"GxE meta-analysis, day length",8,39838479,39822427,39841618,ENSBTAG00000017137,CDC37L1,protein_coding
"GxE meta-analysis, day length",8,39844768,39822427,39841618,ENSBTAG00000017137,CDC37L1,protein_coding
"GxE meta-analysis, day length",8,39847544,39822427,39841618,ENSBTAG00000017137,CDC37L1,protein_coding
"GxE meta-analysis, day length",8,39819080,39841411,39915201,ENSBTAG00000011048,SPATA6L,protein_coding
"GxE meta-analysis, day length",8,39838479,39841411,39915201,ENSBTAG00000011048,SPATA6L,protein_coding
"GxE meta-analysis, day length",8,39844768,39841411,39915201,ENSBTAG00000011048,SPATA6L,protein_coding
"GxE meta-analysis, day length",8,39847544,39841411,39915201,ENSBTAG00000011048,SPATA6L,protein_coding
"GxE meta-analysis, day length",8,39901448,39841411,39915201,ENSBTAG00000011048,SPATA6L,protein_coding
"GxE meta-analysis, day length",8,39819080,39860311,39860607,ENSBTAG00000046486,,protein_coding
"GxE meta-analysis, day length",8,39838479,39860311,39860607,ENSBTAG00000046486,,protein_coding
"GxE meta-analysis, day length",8,39844768,39860311,39860607,ENSBTAG00000046486,,protein_coding
"GxE meta-analysis, day length",8,39847544,39860311,39860607,ENSBTAG00000046486,,protein_coding
"GxE meta-analysis, day length",8,39901448,39860311,39860607,ENSBTAG00000046486,,protein_coding
"GxE meta-analysis, day length",8,39819080,39863787,39864933,ENSBTAG00000011050,PLPP6,protein_coding
"GxE meta-analysis, day length",8,39838479,39863787,39864933,ENSBTAG00000011050,PLPP6,protein_coding
"GxE meta-analysis, day length",8,39844768,39863787,39864933,ENSBTAG00000011050,PLPP6,protein_coding
"GxE meta-analysis, day length",8,39847544,39863787,39864933,ENSBTAG00000011050,PLPP6,protein_coding
"GxE meta-analysis, day length",8,39901448,39863787,39864933,ENSBTAG00000011050,PLPP6,protein_coding
"GxE meta-analysis, day length",8,39901448,39928081,40003010,ENSBTAG00000019125,SLC1A1,protein_coding
"GxE meta-analysis, day length",8,41257260,41012203,41258537,ENSBTAG00000000819,RFX3,protein_coding
"GxE meta-analysis, day length",8,48980291,48909585,48978400,ENSBTAG00000018778,TMC1,protein_coding
"GxE meta-analysis, day length",8,48980291,48982548,49003364,ENSBTAG00000052698,,protein_coding
"GxE meta-analysis, day length",8,59657325,59637289,59710590,ENSBTAG00000011402,,protein_coding
"GxE meta-analysis, day length",8,59687801,59637289,59710590,ENSBTAG00000011402,,protein_coding
"GxE meta-analysis, day length",8,59707673,59637289,59710590,ENSBTAG00000011402,,protein_coding
"GxE meta-analysis, day length",8,59709854,59637289,59710590,ENSBTAG00000011402,,protein_coding
"GxE meta-analysis, day length",8,59720487,59637289,59710590,ENSBTAG00000011402,,protein_coding
"GxE meta-analysis, day length",8,59733080,59637289,59710590,ENSBTAG00000011402,,protein_coding
"GxE meta-analysis, day length",8,59739999,59637289,59710590,ENSBTAG00000011402,,protein_coding
"GxE meta-analysis, day length",8,59687801,59723669,59785504,ENSBTAG00000011403,RUSC2,protein_coding
"GxE meta-analysis, day length",8,59707673,59723669,59785504,ENSBTAG00000011403,RUSC2,protein_coding
"GxE meta-analysis, day length",8,59709854,59723669,59785504,ENSBTAG00000011403,RUSC2,protein_coding
"GxE meta-analysis, day length",8,59720487,59723669,59785504,ENSBTAG00000011403,RUSC2,protein_coding
"GxE meta-analysis, day length",8,59733080,59723669,59785504,ENSBTAG00000011403,RUSC2,protein_coding
"GxE meta-analysis, day length",8,59739999,59723669,59785504,ENSBTAG00000011403,RUSC2,protein_coding
"GxE meta-analysis, day length",8,59720487,59769431,59769489,ENSBTAG00000049403,bta-mir-2285da,miRNA
"GxE meta-analysis, day length",8,59733080,59769431,59769489,ENSBTAG00000049403,bta-mir-2285da,miRNA
"GxE meta-analysis, day length",8,59739999,59769431,59769489,ENSBTAG00000049403,bta-mir-2285da,miRNA
"GxE meta-analysis, day length",8,59739999,59785446,59787520,ENSBTAG00000032509,FAM166B,protein_coding
"GxE meta-analysis, day length",8,67660644,67617494,67617733,ENSBTAG00000004170,,processed_pseudogene
"Main effect, DEBVs",9,42484867,42405900,42571799,ENSBTAG00000019175,SOBP,protein_coding
"Main effect, DEBVs",9,42503781,42405900,42571799,ENSBTAG00000019175,SOBP,protein_coding
"Main effect, DEBVs",9,42516598,42405900,42571799,ENSBTAG00000019175,SOBP,protein_coding
"Main effect, meta-analysis",9,42484867,42405900,42571799,ENSBTAG00000019175,SOBP,protein_coding
"GxE meta-analysis, day length",9,62151470,62192023,62192079,ENSBTAG00000049477,bta-mir-2285db,miRNA
"GxE meta-analysis, day length",9,62798285,62780916,62797821,ENSBTAG00000016138,CGA,protein_coding
"GxE meta-analysis, day length",9,62839328,62780916,62797821,ENSBTAG00000016138,CGA,protein_coding
"GxE meta-analysis, day length",9,62798285,62836328,62836434,ENSBTAG00000051296,U6,snRNA
"GxE meta-analysis, day length",9,62839328,62836328,62836434,ENSBTAG00000051296,U6,snRNA
"GxE meta-analysis, day length",9,62873645,62836328,62836434,ENSBTAG00000051296,U6,snRNA
"GxE meta-analysis, day length",9,62839328,62865870,62866967,ENSBTAG00000026580,HTR1E,protein_coding
"GxE meta-analysis, day length",9,62873645,62865870,62866967,ENSBTAG00000026580,HTR1E,protein_coding
"GxE meta-analysis, day length",9,64290905,64279978,64287174,ENSBTAG00000052638,,lncRNA
"GxE meta-analysis, day length",9,64322391,64279978,64287174,ENSBTAG00000052638,,lncRNA
"GxE meta-analysis, day length",9,64324006,64279978,64287174,ENSBTAG00000052638,,lncRNA
"GxE meta-analysis, day length",9,64679732,64661525,64689941,ENSBTAG00000018161,TBX18,protein_coding
"GxE meta-analysis, day length",9,64690341,64661525,64689941,ENSBTAG00000018161,TBX18,protein_coding
"GxE meta-analysis, day length",9,64702749,64661525,64689941,ENSBTAG00000018161,TBX18,protein_coding
"GxE meta-analysis, day length",9,65310580,65172858,65263165,ENSBTAG00000003384,CEP162,protein_coding
"GxE meta-analysis, day length",9,65310580,65275990,65339737,ENSBTAG00000000257,MRAP2,protein_coding
"GxE meta-analysis, day length",9,65348929,65275990,65339737,ENSBTAG00000000257,MRAP2,protein_coding
"GxE meta-analysis, day length",9,65383024,65275990,65339737,ENSBTAG00000000257,MRAP2,protein_coding
"GxE meta-analysis, day length",9,65383024,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65403486,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65408140,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65449160,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65449563,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65456272,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65458441,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65459617,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65460344,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65575187,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65582116,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65588258,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65592676,65426509,65543729,ENSBTAG00000013591,CYB5R4,protein_coding
"GxE meta-analysis, day length",9,65575187,65546265,65550567,ENSBTAG00000004795,RIPPLY2,protein_coding
"GxE meta-analysis, day length",9,65582116,65546265,65550567,ENSBTAG00000004795,RIPPLY2,protein_coding
"GxE meta-analysis, day length",9,65588258,65546265,65550567,ENSBTAG00000004795,RIPPLY2,protein_coding
"GxE meta-analysis, day length",9,65592676,65546265,65550567,ENSBTAG00000004795,RIPPLY2,protein_coding
"GxE meta-analysis, day length",9,65597187,65546265,65550567,ENSBTAG00000004795,RIPPLY2,protein_coding
"GxE meta-analysis, day length",9,65611241,65660807,65668486,ENSBTAG00000026578,,protein_coding
"GxE meta-analysis, day length",9,65618042,65660807,65668486,ENSBTAG00000026578,,protein_coding
"GxE meta-analysis, day length",9,65621946,65660807,65668486,ENSBTAG00000026578,,protein_coding
"GxE meta-analysis, day length",9,65652443,65660807,65668486,ENSBTAG00000026578,,protein_coding
"GxE meta-analysis, day length",9,65661344,65660807,65668486,ENSBTAG00000026578,,protein_coding
"GxE meta-analysis, day length",9,65977539,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,65997562,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66250113,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66574641,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66575367,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66577777,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66583490,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66588261,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66641355,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66648486,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66651171,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66652072,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66654135,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66655424,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66657404,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66658554,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66663371,66006739,66619640,ENSBTAG00000020829,PTPRK,protein_coding
"GxE meta-analysis, day length",9,66574641,66584228,66584346,ENSBTAG00000036578,5S_rRNA,rRNA
"GxE meta-analysis, day length",9,66575367,66584228,66584346,ENSBTAG00000036578,5S_rRNA,rRNA
"GxE meta-analysis, day length",9,66577777,66584228,66584346,ENSBTAG00000036578,5S_rRNA,rRNA
"GxE meta-analysis, day length",9,66583490,66584228,66584346,ENSBTAG00000036578,5S_rRNA,rRNA
"GxE meta-analysis, day length",9,66588261,66584228,66584346,ENSBTAG00000036578,5S_rRNA,rRNA
